soc_code,task_id,task_description,occupation_title,task_type
13-1131.00,18932,Write reports or prepare presentations to communicate fundraising program data.,Fundraisers,Core
13-1131.00,18924,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",Fundraisers,Core
13-1131.00,18928,Develop and maintain media contact lists.,Fundraisers,Supplemental
13-1141.00,3351,"Evaluate job positions, determining classification, exempt or non-exempt status, and salary.","Compensation, Benefits, and Job Analysis Specialists",Supplemental
13-1141.00,3364,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.","Compensation, Benefits, and Job Analysis Specialists",Supplemental
13-1151.00,20475,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",Training and Development Specialists,Core
13-1151.00,103,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",Training and Development Specialists,Core
13-1151.00,20474,"Design, plan, organize, or direct orientation and training programs for employees or customers.",Training and Development Specialists,Core
13-1151.00,101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Training and Development Specialists,Core
13-1151.00,100,Coordinate recruitment and placement of training program participants.,Training and Development Specialists,Core
13-1161.00,5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5439,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5443,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5438,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5437,Seek and provide information to help companies determine their position in the marketplace.,Market Research Analysts and Marketing Specialists,Core
13-1161.00,5436,"Forecast and track marketing and sales trends, analyzing collected data.",Market Research Analysts and Marketing Specialists,Core
13-1161.00,5441,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",Market Research Analysts and Marketing Specialists,Core
13-1161.01,20329,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",Search Marketing Strategists,Core
13-1161.01,16192,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",Search Marketing Strategists,Core
13-1161.01,16190,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,Search Marketing Strategists,Core
13-1161.01,20320,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Search Marketing Strategists,Core
13-1161.01,20318,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,Search Marketing Strategists,Core
13-1161.01,20326,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,Search Marketing Strategists,Core
13-1161.01,20321,Create content strategies for digital media.,Search Marketing Strategists,Core
13-1161.01,20319,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,Search Marketing Strategists,Core
13-1161.01,20330,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,Search Marketing Strategists,Core
13-1161.01,20327,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",Search Marketing Strategists,Core
13-1161.01,16191,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",Search Marketing Strategists,Core
13-1161.01,16186,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",Search Marketing Strategists,Core
13-1161.01,16175,"Identify, evaluate, or procure hardware or software for implementing online marketing campaigns.",Search Marketing Strategists,Core
