OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350,20.33,42290.0,19.44,40440.0,14.87,17.43,22.91,26.13,30920.0,36260.0,47650.0,54340.0
51-7099,"Woodworkers, All Other",6590,21.03,43730.0,19.82,41220.0,14.65,17.26,23.47,29.27,30470.0,35890.0,48820.0,60870.0
51-8011,Nuclear Power Reactor Operators,5720,59.05,122830.0,58.95,122610.0,47.74,51.52,63.23,73.41,99300.0,107170.0,131520.0,152690.0
51-8012,Power Distributors and Dispatchers,9180,52.7,109620.0,51.56,107240.0,34.02,44.07,61.87,69.66,70760.0,91670.0,128690.0,144900.0
51-8013,Power Plant Operators,30720,46.15,95990.0,47.92,99670.0,28.81,37.21,53.84,61.9,59930.0,77400.0,111980.0,128760.0
51-8021,Stationary Engineers and Boiler Operators,30780,38.32,79710.0,36.15,75190.0,22.75,28.9,46.36,58.27,47310.0,60110.0,96420.0,121200.0
51-8031,Water and Wastewater Treatment Plant and System Operators,126750,29.15,60620.0,28.01,58260.0,18.21,22.61,34.27,41.42,37870.0,47020.0,71280.0,86160.0
51-8091,Chemical Plant and System Operators,17840,36.68,76290.0,35.35,73540.0,23.08,27.44,47.14,51.82,48000.0,57080.0,98050.0,107790.0
51-8092,Gas Plant Operators,15910,41.09,85470.0,40.1,83400.0,28.38,35.17,48.08,52.57,59040.0,73150.0,100000.0,109350.0
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860,43.74,90970.0,46.9,97540.0,28.75,37.49,50.32,54.29,59790.0,77970.0,104660.0,112920.0
51-8099,"Plant and System Operators, All Other",15950,31.0,64490.0,29.67,61710.0,19.35,23.01,36.98,44.59,40250.0,47860.0,76910.0,92750.0
51-9011,Chemical Equipment Operators and Tenders,127410,28.75,59800.0,27.45,57090.0,17.92,21.95,34.33,42.53,37270.0,45660.0,71400.0,88460.0
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",54200,25.88,53830.0,23.8,49500.0,17.22,20.11,29.5,36.47,35810.0,41830.0,61350.0,75860.0
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28550,23.75,49400.0,22.54,46890.0,17.01,18.75,28.1,31.72,35380.0,38990.0,58440.0,65980.0
51-9022,"Grinding and Polishing Workers, Hand",11850,20.94,43550.0,20.04,41690.0,15.44,17.63,23.27,27.53,32120.0,36660.0,48410.0,57250.0
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",100840,24.04,49990.0,22.92,47680.0,16.83,19.13,27.86,32.48,35000.0,39800.0,57940.0,67570.0
51-9031,"Cutters and Trimmers, Hand",7070,20.17,41960.0,18.65,38800.0,14.38,16.28,23.46,27.8,29910.0,33860.0,48790.0,57820.0
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",47540,22.32,46420.0,21.97,45700.0,16.77,18.53,25.0,29.05,34890.0,38540.0,52000.0,60430.0
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57310,22.62,47040.0,21.7,45130.0,16.73,18.46,24.99,31.09,34790.0,38410.0,51970.0,64660.0
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16160,23.68,49250.0,22.6,47010.0,16.83,18.87,27.81,31.82,35010.0,39250.0,57840.0,66190.0
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",591180,24.84,51670.0,22.82,47460.0,16.63,18.62,28.83,36.3,34590.0,38740.0,59970.0,75510.0
51-9071,Jewelers and Precious Stone and Metal Workers,23420,26.46,55030.0,23.63,49140.0,16.29,18.29,30.39,39.23,33890.0,38030.0,63210.0,81610.0
51-9081,Dental Laboratory Technicians,33920,25.99,54060.0,23.23,48310.0,17.35,18.87,29.96,37.83,36100.0,39250.0,62320.0,78680.0
51-9082,Medical Appliance Technicians,11490,24.72,51410.0,22.63,47060.0,17.58,19.38,28.23,35.85,36560.0,40300.0,58710.0,74570.0
51-9083,Ophthalmic Laboratory Technicians,18740,20.08,41760.0,18.47,38420.0,15.02,17.11,21.83,26.67,31250.0,35580.0,45410.0,55480.0
51-9111,Packaging and Filling Machine Operators and Tenders,383860,20.98,43630.0,19.67,40900.0,15.33,17.43,23.29,28.32,31890.0,36250.0,48440.0,58910.0
51-9123,"Painting, Coating, and Decorating Workers",8470,21.22,44130.0,19.64,40860.0,13.7,16.61,24.38,30.18,28490.0,34540.0,50700.0,62770.0
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",159500,24.81,51610.0,22.88,47590.0,17.06,18.98,28.24,35.0,35480.0,39470.0,58740.0,72800.0
51-9141,Semiconductor Processing Technicians,32150,28.68,59640.0,24.6,51180.0,17.3,21.79,35.89,41.92,35980.0,45320.0,74640.0,87190.0
51-9151,Photographic Process Workers and Processing Machine Operators,5550,22.14,46050.0,19.28,40100.0,14.83,16.57,24.8,33.31,30840.0,34460.0,51590.0,69290.0
51-9161,Computer Numerically Controlled Tool Operators,176950,25.43,52900.0,24.02,49970.0,17.87,20.53,29.32,34.21,37160.0,42710.0,60980.0,71160.0
51-9162,Computer Numerically Controlled Tool Programmers,28230,33.6,69880.0,31.57,65670.0,22.0,26.91,38.61,47.08,45760.0,55960.0,80300.0,97930.0
51-9191,Adhesive Bonding Machine Operators and Tenders,12170,21.96,45670.0,21.74,45210.0,15.04,17.51,25.03,29.05,31290.0,36420.0,52060.0,60420.0
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13890,20.86,43380.0,19.93,41460.0,15.76,17.86,23.21,27.21,32770.0,37140.0,48280.0,56590.0
51-9193,Cooling and Freezing Equipment Operators and Tenders,6590,21.29,44290.0,19.31,40160.0,16.21,17.38,23.63,30.17,33710.0,36150.0,49150.0,62760.0
51-9194,Etchers and Engravers,8390,20.81,43280.0,19.45,40450.0,14.2,17.14,23.32,29.05,29530.0,35650.0,48510.0,60430.0
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",34750,22.47,46730.0,21.97,45690.0,16.8,18.51,24.68,29.35,34950.0,38500.0,51340.0,61050.0
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96950,24.88,51750.0,23.75,49390.0,17.6,20.92,28.47,33.0,36610.0,43520.0,59220.0,68640.0
51-9197,Tire Builders,20970,27.03,56230.0,26.72,55580.0,19.22,23.43,31.45,33.78,39990.0,48740.0,65410.0,70250.0
51-9198,Helpers--Production Workers,167490,19.27,40080.0,18.38,38220.0,14.45,16.54,21.63,25.06,30060.0,34390.0,44980.0,52120.0
51-9199,"Production Workers, All Other",277060,20.64,42940.0,18.66,38820.0,14.6,16.86,22.86,28.66,30370.0,35080.0,47550.0,59600.0
53-1041,Aircraft Cargo Handling Supervisors,10160,31.82,66190.0,30.74,63940.0,18.27,23.57,38.27,46.3,38010.0,49020.0,79600.0,96300.0
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",605510,31.57,65670.0,29.76,61890.0,19.85,23.44,37.27,45.59,41290.0,48750.0,77520.0,94830.0
53-2011,"Airline Pilots, Copilots, and Flight Engineers",99300,,280570.0,,226600.0,,,,,98560.0,154360.0,,
53-2012,Commercial Pilots,51830,,142960.0,,122670.0,,,,,59330.0,81660.0,175050.0,
53-2021,Air Traffic Controllers,22400,68.62,142740.0,69.51,144580.0,36.58,48.63,89.67,101.16,76090.0,101150.0,186510.0,210410.0
53-2022,Airfield Operations Specialists,16640,32.27,67120.0,27.28,56750.0,16.92,19.82,37.66,53.38,35200.0,41220.0,78320.0,111030.0
53-2031,Flight Attendants,130110,,78950.0,,67130.0,,,,,34030.0,52280.0,98160.0,138040.0
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12080,17.09,35550.0,16.51,34330.0,12.24,14.22,18.27,22.42,25460.0,29580.0,38000.0,46630.0
53-3031,Driver/Sales Workers,417420,19.07,39670.0,17.85,37130.0,10.46,14.0,22.88,28.72,21760.0,29120.0,47590.0,59730.0
53-3032,Heavy and Tractor-Trailer Truck Drivers,2070480,28.08,58400.0,27.62,57440.0,18.58,22.71,31.5,37.89,38640.0,47230.0,65520.0,78800.0
53-3033,Light Truck Drivers,994410,23.05,47950.0,21.22,44140.0,14.22,17.63,25.22,38.29,29580.0,36670.0,52460.0,79630.0
53-3051,"Bus Drivers, School",387920,22.44,46660.0,22.62,47040.0,13.31,18.03,26.99,30.68,27680.0,37490.0,56140.0,63810.0
53-3052,"Bus Drivers, Transit and Intercity",148980,28.07,58390.0,27.61,57440.0,18.39,22.14,33.21,39.73,38250.0,46050.0,69090.0,82640.0
53-3053,Shuttle Drivers and Chauffeurs,229630,18.79,39070.0,17.63,36670.0,13.21,15.13,21.4,25.44,27490.0,31460.0,44510.0,52910.0
53-3054,Taxi Drivers,17510,18.9,39310.0,17.42,36220.0,13.12,15.06,19.53,29.77,27280.0,31320.0,40630.0,61920.0
53-3099,"Motor Vehicle Operators, All Other",50330,19.7,40980.0,17.43,36260.0,12.35,14.54,22.66,31.22,25690.0,30250.0,47130.0,64940.0
53-4011,Locomotive Engineers,31990,39.2,81540.0,37.21,77400.0,29.32,35.29,40.49,48.41,60980.0,73410.0,84230.0,100690.0
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3300,29.23,60810.0,27.9,58030.0,21.4,24.89,31.5,38.02,44510.0,51770.0,65530.0,79070.0
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",12460,30.37,63170.0,31.48,65480.0,21.04,24.87,33.72,38.87,43750.0,51730.0,70130.0,80840.0
53-4031,Railroad Conductors and Yardmasters,42710,36.29,75490.0,35.62,74080.0,25.72,30.52,39.45,49.69,53490.0,63480.0,82060.0,103350.0
53-4041,Subway and Streetcar Operators,9200,36.36,75620.0,40.78,84830.0,25.13,28.61,42.28,42.28,52260.0,59500.0,87940.0,87940.0
53-4099,"Rail Transportation Workers, All Other",1520,25.72,53500.0,23.72,49330.0,16.68,19.45,31.11,39.72,34690.0,40460.0,64710.0,82620.0
53-5011,Sailors and Marine Oilers,31360,26.59,55320.0,23.85,49610.0,16.03,18.49,31.43,39.37,33350.0,38450.0,65370.0,81890.0
53-5021,"Captains, Mates, and Pilots of Water Vessels",35390,46.95,97660.0,41.13,85540.0,22.24,29.23,59.87,78.96,46260.0,60800.0,124530.0,164230.0
53-5022,Motorboat Operators,2380,26.62,55370.0,24.94,51880.0,15.37,19.16,32.93,39.58,31970.0,39860.0,68490.0,82330.0
53-5031,Ship Engineers,8580,50.77,105600.0,48.71,101320.0,27.22,34.48,62.69,78.06,56620.0,71720.0,130380.0,162370.0
53-6011,Bridge and Lock Tenders,2720,27.17,56520.0,28.12,58490.0,15.72,21.01,33.43,35.77,32690.0,43700.0,69530.0,74400.0
53-6021,Parking Attendants,134650,16.44,34190.0,16.63,34600.0,12.0,14.23,17.9,21.08,24960.0,29590.0,37230.0,43840.0
53-6031,Automotive and Watercraft Service Attendants,98270,17.21,35800.0,16.76,34850.0,13.4,14.71,18.47,21.75,27870.0,30600.0,38430.0,45240.0
53-6032,Aircraft Service Attendants,27310,20.98,43630.0,19.97,41540.0,16.5,17.94,22.78,26.9,34320.0,37320.0,47390.0,55950.0
53-6041,Traffic Technicians,7580,29.48,61310.0,28.12,58480.0,18.3,22.45,35.81,41.25,38060.0,46690.0,74480.0,85810.0
53-6051,Transportation Inspectors,23320,41.58,86490.0,41.23,85750.0,19.27,28.2,50.49,65.92,40090.0,58650.0,105020.0,137120.0
53-6061,Passenger Attendants,25340,18.5,38480.0,18.06,37560.0,14.0,15.43,19.8,23.81,29120.0,32090.0,41180.0,49510.0
53-6099,"Transportation Workers, All Other",10960,21.65,45040.0,19.05,39630.0,13.36,15.69,25.65,31.64,27780.0,32630.0,53350.0,65810.0
53-7011,Conveyor Operators and Tenders,26060,21.54,44800.0,19.82,41230.0,16.8,18.03,23.38,29.03,34940.0,37500.0,48640.0,60390.0
53-7021,Crane and Tower Operators,42000,34.4,71560.0,31.91,66370.0,20.03,24.5,39.24,49.23,41670.0,50970.0,81630.0,102400.0
53-7031,Dredge Operators,1030,26.84,55820.0,23.28,48430.0,20.22,22.17,28.99,36.08,42060.0,46120.0,60300.0,75050.0
53-7041,Hoist and Winch Operators,2480,30.81,64070.0,25.15,52310.0,16.3,18.86,43.37,55.83,33910.0,39220.0,90200.0,116120.0
53-7051,Industrial Truck and Tractor Operators,805770,23.0,47830.0,22.3,46390.0,17.55,19.13,25.81,29.59,36500.0,39780.0,53680.0,61540.0
53-7061,Cleaners of Vehicles and Equipment,373960,17.45,36290.0,16.96,35270.0,12.86,14.32,19.05,22.67,26740.0,29790.0,39630.0,47150.0
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2982530,19.91,41420.0,18.72,38940.0,14.81,17.03,22.29,25.57,30810.0,35410.0,46370.0,53180.0
53-7063,Machine Feeders and Offbearers,46690,20.6,42840.0,19.09,39700.0,15.14,17.32,23.19,27.41,31480.0,36020.0,48220.0,57010.0
53-7064,"Packers and Packagers, Hand",601440,17.59,36600.0,17.1,35580.0,13.01,15.13,19.69,22.24,27050.0,31470.0,40960.0,46260.0
53-7065,Stockers and Order Fillers,2779530,18.71,38910.0,17.83,37090.0,14.35,16.21,20.74,23.65,29850.0,33710.0,43140.0,49200.0
53-7071,Gas Compressor and Gas Pumping Station Operators,5110,34.5,71750.0,34.38,71510.0,21.13,27.65,42.35,47.29,43950.0,57520.0,88090.0,98350.0
53-7072,"Pump Operators, Except Wellhead Pumpers",12600,29.78,61950.0,28.86,60020.0,18.2,22.73,36.13,43.11,37850.0,47270.0,75160.0,89660.0
53-7073,Wellhead Pumpers,17350,33.69,70070.0,33.66,70010.0,18.8,26.18,38.81,46.86,39110.0,54450.0,80720.0,97470.0
53-7081,Refuse and Recyclable Material Collectors,139180,24.62,51210.0,23.24,48350.0,15.29,18.43,29.33,36.16,31810.0,38330.0,61010.0,75200.0
53-7121,"Tank Car, Truck, and Ship Loaders",10920,28.85,60010.0,27.92,58070.0,18.39,22.72,34.25,42.36,38260.0,47260.0,71230.0,88120.0
53-7199,"Material Moving Workers, All Other",25190,22.43,46650.0,20.04,41690.0,16.0,17.06,24.45,31.18,33280.0,35470.0,50850.0,64850.0
