soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
25-1061,"Anthropology and Archeology Teachers, Postsecondary",4930,98940.0,85000.0,,2022
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",9340,92980.0,80910.0,,2022
25-1063,"Economics Teachers, Postsecondary",11640,122750.0,103930.0,,2022
25-1064,"Geography Teachers, Postsecondary",3340,87880.0,81920.0,,2022
25-1065,"Political Science Teachers, Postsecondary",15190,98420.0,83770.0,,2022
25-1066,"Psychology Teachers, Postsecondary",40050,88470.0,78810.0,,2022
25-1067,"Sociology Teachers, Postsecondary",12030,90200.0,78970.0,,2022
25-1069,"Social Sciences Teachers, Postsecondary, All Other",16200,89350.0,75390.0,,2022
25-1070,"Health Teachers, Postsecondary",276880,116780.0,95580.0,,2022
25-1071,"Health Specialties Teachers, Postsecondary",207700,127640.0,100300.0,,2022
25-1072,"Nursing Instructors and Teachers, Postsecondary",69190,84180.0,78580.0,,2022
25-1080,"Education and Library Science Teachers, Postsecondary",62610,78770.0,67920.0,,2022
25-1081,"Education Teachers, Postsecondary",58280,78540.0,66930.0,,2022
25-1082,"Library Science Teachers, Postsecondary",4330,81720.0,76370.0,,2022
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",40780,97900.0,77580.0,,2022
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13900,78980.0,64990.0,,2022
25-1112,"Law Teachers, Postsecondary",14830,133950.0,108860.0,,2022
25-1113,"Social Work Teachers, Postsecondary",12050,75330.0,66510.0,,2022
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",242260,88260.0,76850.0,,2022
25-1121,"Art, Drama, and Music Teachers, Postsecondary",97830,93440.0,77280.0,,2022
25-1122,"Communications Teachers, Postsecondary",27350,84700.0,76250.0,,2022
25-1123,"English Language and Literature Teachers, Postsecondary",57680,83130.0,74280.0,,2022
25-1124,"Foreign Language and Literature Teachers, Postsecondary",19520,83300.0,76030.0,,2022
25-1125,"History Teachers, Postsecondary",18250,88640.0,79400.0,,2022
25-1126,"Philosophy and Religion Teachers, Postsecondary",21620,87100.0,78780.0,,2022
25-1190,Miscellaneous Postsecondary Teachers,333440,83240.0,66390.0,,2022
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2420,89840.0,76440.0,,2022
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",13400,82020.0,72650.0,,2022
25-1194,"Career/Technical Education Teachers, Postsecondary",103100,65500.0,59840.0,31.49,2022
25-1199,"Postsecondary Teachers, All Other",214520,91760.0,76920.0,,2022
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4177640,65580.0,61180.0,,2022
25-2010,Preschool and Kindergarten Teachers,534610,44540.0,37000.0,21.42,2022
25-2011,"Preschool Teachers, Except Special Education",415360,38640.0,35330.0,18.58,2022
25-2012,"Kindergarten Teachers, Except Special Education",119250,65120.0,60490.0,,2022
25-2020,Elementary and Middle School Teachers,2016430,67930.0,61730.0,,2022
25-2021,"Elementary School Teachers, Except Special Education",1394200,68000.0,61690.0,,2022
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",611120,67790.0,61810.0,,2022
25-2023,"Career/Technical Education Teachers, Middle School",11110,67680.0,62630.0,,2022
25-2030,Secondary School Teachers,1130370,69330.0,62360.0,,2022
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1042090,69480.0,62360.0,,2022
25-2032,"Career/Technical Education Teachers, Secondary School",88280,67610.0,62500.0,,2022
25-2050,Special Education Teachers,496220,70110.0,62950.0,,2022
25-2051,"Special Education Teachers, Preschool",22970,69620.0,62240.0,,2022
25-2052,"Special Education Teachers, Kindergarten and Elementary School",195010,68580.0,62390.0,,2022
25-2057,"Special Education Teachers, Middle School",82970,69530.0,62990.0,,2022
25-2058,"Special Education Teachers, Secondary School",152490,71290.0,63560.0,,2022
25-2059,"Special Education Teachers, All Other",42780,74310.0,63950.0,,2022
25-3000,Other Teachers and Instructors,977300,48700.0,38510.0,23.41,2022
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36490,63130.0,58590.0,30.35,2022
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36490,63130.0,58590.0,30.35,2022
25-3020,Self-Enrichment Teachers,248150,50320.0,44110.0,24.19,2022
25-3021,Self-Enrichment Teachers,248150,50320.0,44110.0,24.19,2022
25-3030,"Substitute Teachers, Short-Term",397200,42680.0,35250.0,20.52,2022
25-3031,"Substitute Teachers, Short-Term",397200,42680.0,35250.0,20.52,2022
25-3040,Tutors,174980,44820.0,36680.0,21.55,2022
25-3041,Tutors,174980,44820.0,36680.0,21.55,2022
25-3090,Miscellaneous Teachers and Instructors,120480,66450.0,61250.0,,2022
25-3099,"Teachers and Instructors, All Other",120480,66450.0,61250.0,,2022
25-4000,"Librarians, Curators, and Archivists",236090,56750.0,51220.0,27.28,2022
25-4010,"Archivists, Curators, and Museum Technicians",31080,60900.0,53420.0,29.28,2022
25-4011,Archivists,7230,63980.0,58640.0,30.76,2022
25-4012,Curators,11620,67490.0,60380.0,32.45,2022
25-4013,Museum Technicians and Conservators,12240,52820.0,47270.0,25.4,2022
25-4020,Librarians and Media Collections Specialists,131680,64770.0,61660.0,31.14,2022
25-4022,Librarians and Media Collections Specialists,131680,64770.0,61660.0,31.14,2022
25-4030,Library Technicians,73330,40590.0,37600.0,19.52,2022
25-4031,Library Technicians,73330,40590.0,37600.0,19.52,2022
25-9000,Other Educational Instruction and Library Occupations,1725460,40410.0,35520.0,,2022
25-9020,Farm and Home Management Educators,8220,58450.0,53450.0,28.1,2022
25-9021,Farm and Home Management Educators,8220,58450.0,53450.0,28.1,2022
25-9030,Instructional Coordinators,198660,73080.0,66490.0,35.14,2022
25-9031,Instructional Coordinators,198660,73080.0,66490.0,35.14,2022
25-9040,Teaching Assistants,1389400,34530.0,31320.0,,2022
25-9044,"Teaching Assistants, Postsecondary",135160,41900.0,38050.0,,2022
25-9045,"Teaching Assistants, Except Postsecondary",1254240,33740.0,30920.0,,2022
25-9090,Miscellaneous Educational Instruction and Library Workers,129170,52250.0,47650.0,25.12,2022
25-9099,"Educational Instruction and Library Workers, All Other",129170,52250.0,47650.0,25.12,2022
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2063380,76500.0,58030.0,36.78,2022
27-1000,Art and Design Workers,678620,65180.0,51150.0,31.34,2022
27-1010,Artists and Related Workers,114810,108050.0,95220.0,51.95,2022
27-1011,Art Directors,54470,124310.0,105180.0,59.76,2022
27-1012,Craft Artists,4760,49180.0,38150.0,23.65,2022
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",12080,69870.0,57560.0,33.59,2022
27-1014,Special Effects Artists and Animators,35990,111130.0,98950.0,53.43,2022
27-1019,"Artists and Related Workers, All Other",7510,74130.0,69760.0,35.64,2022
27-1020,Designers,563810,56450.0,46990.0,27.14,2022
27-1021,Commercial and Industrial Designers,30450,81740.0,75910.0,39.3,2022
27-1022,Fashion Designers,20560,85760.0,76700.0,41.23,2022
27-1023,Floral Designers,42840,34310.0,33160.0,16.5,2022
27-1024,Graphic Designers,211890,64500.0,57990.0,31.01,2022
27-1025,Interior Designers,64290,67460.0,61590.0,32.43,2022
27-1026,Merchandise Displayers and Window Trimmers,173110,38120.0,35380.0,18.33,2022
27-1027,Set and Exhibit Designers,9490,68490.0,59990.0,32.93,2022
27-1029,"Designers, All Other",11180,76430.0,65390.0,36.75,2022
27-2000,"Entertainers and Performers, Sports and Related Workers",526600,85030.0,52940.0,40.88,2022
27-2010,"Actors, Producers, and Directors",207920,101370.0,75440.0,48.74,2022
27-2012,Producers and Directors,153770,110660.0,85320.0,53.2,2022
27-2020,"Athletes, Coaches, Umpires, and Related Workers",243620,71730.0,45080.0,,2022
27-2021,Athletes and Sports Competitors,11930,358080.0,94270.0,,2022
27-2022,Coaches and Scouts,218970,57450.0,44890.0,,2022
27-2023,"Umpires, Referees, and Other Sports Officials",12720,49030.0,36010.0,,2022
27-2030,Dancers and Choreographers,14340,54050.0,47050.0,25.99,2022
27-2032,Choreographers,5400,58740.0,50990.0,28.24,2022
27-2041,Music Directors and Composers,11690,95430.0,62940.0,45.88,2022
27-3000,Media and Communication Workers,630340,84890.0,66240.0,40.81,2022
27-3010,Broadcast Announcers and Radio Disc Jockeys,26820,155730.0,41750.0,74.87,2022
27-3011,Broadcast Announcers and Radio Disc Jockeys,26820,155730.0,41750.0,74.87,2022
27-3020,"News Analysts, Reporters and Journalists",44530,86290.0,55960.0,41.49,2022
27-3023,"News Analysts, Reporters, and Journalists",44530,86290.0,55960.0,41.49,2022
27-3030,Public Relations Specialists,264750,78540.0,67440.0,37.76,2022
27-3031,Public Relations Specialists,264750,78540.0,67440.0,37.76,2022
27-3040,Writers and Editors,204060,87070.0,75080.0,41.86,2022
27-3041,Editors,101430,84820.0,73080.0,40.78,2022
27-3042,Technical Writers,48620,86760.0,79960.0,41.71,2022
27-3043,Writers and Authors,54010,91560.0,73150.0,44.02,2022
27-3090,Miscellaneous Media and Communication Workers,90190,76830.0,58180.0,36.94,2022
27-3091,Interpreters and Translators,52160,61730.0,53640.0,29.68,2022
27-3092,Court Reporters and Simultaneous Captioners,14240,70290.0,63560.0,33.79,2022
27-3099,"Media and Communication Workers, All Other",23780,113840.0,65000.0,54.73,2022
27-4000,Media and Communication Equipment Workers,227810,67310.0,52840.0,32.36,2022
27-4010,"Broadcast, Sound, and Lighting Technicians",111090,69190.0,53960.0,33.27,2022
27-4011,Audio and Video Technicians,56110,57710.0,50660.0,27.74,2022
27-4012,Broadcast Technicians,33020,84860.0,60700.0,40.8,2022
27-4014,Sound Engineering Technicians,13420,75590.0,60670.0,36.34,2022
27-4015,Lighting Technicians,8540,74020.0,61650.0,35.59,2022
27-4020,Photographers,47380,50210.0,40170.0,24.14,2022
27-4021,Photographers,47380,50210.0,40170.0,24.14,2022
27-4030,"Television, Video, and Film Camera Operators and Editors",55040,76380.0,62420.0,36.72,2022
27-4031,"Camera Operators, Television, Video, and Film",22970,69940.0,58230.0,33.63,2022
27-4032,Film and Video Editors,32080,80990.0,63520.0,38.94,2022
27-4090,Miscellaneous Media and Communication Equipment Workers,14300,74490.0,69490.0,35.81,2022
27-4099,"Media and Communication Equipment Workers, All Other",14300,74490.0,69490.0,35.81,2022
29-0000,Healthcare Practitioners and Technical Occupations,9043070,96770.0,77760.0,46.52,2022
29-1000,Healthcare Diagnosing or Treating Practitioners,5965270,118990.0,93710.0,57.21,2022
29-1010,Chiropractors,37740,83720.0,75380.0,40.25,2022
29-1011,Chiropractors,37740,83720.0,75380.0,40.25,2022
29-1020,Dentists,136970,180900.0,159530.0,86.97,2022
29-1021,"Dentists, General",120740,172290.0,155040.0,82.83,2022
29-1022,Oral and Maxillofacial Surgeons,4290,309410.0,,148.76,2022
29-1023,Orthodontists,6310,216320.0,174360.0,104.0,2022
29-1029,"Dentists, All Other Specialists",5250,233430.0,212740.0,112.23,2022
29-1030,Dietitians and Nutritionists,69880,69350.0,66450.0,33.34,2022
29-1031,Dietitians and Nutritionists,69880,69350.0,66450.0,33.34,2022
29-1040,Optometrists,40640,133100.0,125590.0,63.99,2022
29-1041,Optometrists,40640,133100.0,125590.0,63.99,2022
29-1050,Pharmacists,325480,129410.0,132750.0,62.22,2022
29-1051,Pharmacists,325480,129410.0,132750.0,62.22,2022
29-1070,Physician Assistants,140910,125270.0,126010.0,60.23,2022
29-1071,Physician Assistants,140910,125270.0,126010.0,60.23,2022
29-1080,Podiatrists,9320,157970.0,148720.0,75.95,2022
29-1081,Podiatrists,9320,157970.0,148720.0,75.95,2022
29-1120,Therapists,712330,88800.0,83960.0,42.69,2022
29-1122,Occupational Therapists,134980,92800.0,93180.0,44.61,2022
29-1123,Physical Therapists,229740,97960.0,97720.0,47.1,2022
29-1124,Radiation Therapists,15510,98340.0,89530.0,47.28,2022
29-1125,Recreational Therapists,15920,56310.0,51330.0,27.07,2022
29-1126,Respiratory Therapists,129910,74310.0,70540.0,35.73,2022
29-1127,Speech-Language Pathologists,162760,89460.0,84140.0,43.01,2022
29-1128,Exercise Physiologists,6580,55820.0,51350.0,26.84,2022
29-1129,"Therapists, All Other",16920,71860.0,60800.0,34.55,2022
29-1130,Veterinarians,78810,129110.0,103260.0,62.07,2022
29-1131,Veterinarians,78810,129110.0,103260.0,62.07,2022
29-1140,Registered Nurses,3072700,89010.0,81220.0,42.8,2022
29-1141,Registered Nurses,3072700,89010.0,81220.0,42.8,2022
29-1150,Nurse Anesthetists,46540,205770.0,203090.0,98.93,2022
29-1151,Nurse Anesthetists,46540,205770.0,203090.0,98.93,2022
29-1160,Nurse Midwives,7950,122450.0,120880.0,58.87,2022
29-1161,Nurse Midwives,7950,122450.0,120880.0,58.87,2022
29-1170,Nurse Practitioners,258230,124680.0,121610.0,59.94,2022
29-1171,Nurse Practitioners,258230,124680.0,121610.0,59.94,2022
29-1180,Audiologists,13940,89490.0,82680.0,43.02,2022
29-1181,Audiologists,13940,89490.0,82680.0,43.02,2022
29-1210,Physicians,702910,251990.0,227180.0,121.15,2022
29-1211,Anesthesiologists,37430,302970.0,,145.66,2022
29-1212,Cardiologists,16870,421330.0,,202.56,2022
29-1213,Dermatologists,11640,327650.0,,157.53,2022
29-1214,Emergency Medicine Physicians,29260,316600.0,,152.21,2022
29-1215,Family Medicine Physicians,100940,224460.0,211300.0,107.91,2022
29-1216,General Internal Medicine Physicians,67220,225270.0,214460.0,108.3,2022
29-1217,Neurologists,11340,255510.0,224260.0,122.84,2022
29-1218,Obstetricians and Gynecologists,21450,277320.0,,133.33,2022
29-1221,"Pediatricians, General",33430,203240.0,190350.0,97.71,2022
29-1222,"Physicians, Pathologists",12320,252850.0,,121.56,2022
29-1223,Psychiatrists,26500,247350.0,226880.0,118.92,2022
29-1224,Radiologists,29250,329080.0,,158.21,2022
29-1229,"Physicians, All Other",305260,238700.0,223410.0,114.76,2022
29-1240,Surgeons,58330,337980.0,,162.49,2022
29-1241,"Ophthalmologists, Except Pediatric",12580,265450.0,219810.0,127.62,2022
29-1242,"Orthopedic Surgeons, Except Pediatric",19060,371400.0,,178.56,2022
29-1243,Pediatric Surgeons,780,362970.0,,174.51,2022
29-1249,"Surgeons, All Other",25910,347870.0,,167.25,2022
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,252580,89440.0,81950.0,43.0,2022
29-1291,Acupuncturists,7800,82390.0,72220.0,39.61,2022
29-1292,Dental Hygienists,214700,84860.0,81400.0,40.8,2022
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",30080,123960.0,106230.0,59.6,2022
29-2000,Health Technologists and Technicians,2949600,53230.0,48560.0,25.59,2022
29-2010,Clinical Laboratory Technologists and Technicians,333600,59130.0,57380.0,28.43,2022
29-2010,Clinical Laboratory Technologists and Technicians,333600,59130.0,57380.0,28.43,2022
29-2030,Diagnostic Related Technologists and Technicians,411120,74700.0,74550.0,35.91,2022
29-2031,Cardiovascular Technologists and Technicians,55750,65490.0,63020.0,31.49,2022
29-2032,Diagnostic Medical Sonographers,81080,84410.0,81350.0,40.58,2022
29-2033,Nuclear Medicine Technologists,16910,89610.0,85300.0,43.08,2022
29-2034,Radiologic Technologists and Technicians,215820,70240.0,65140.0,33.77,2022
29-2035,Magnetic Resonance Imaging Technologists,38380,81530.0,80090.0,39.2,2022
29-2036,Medical Dosimetrists,3190,129080.0,128970.0,62.06,2022
29-2040,Emergency Medical Technicians and Paramedics,263160,45000.0,39410.0,21.63,2022
29-2042,Emergency Medical Technicians,167720,40120.0,36680.0,19.29,2022
29-2043,Paramedics,95440,53560.0,49090.0,25.75,2022
29-2050,Health Practitioner Support Technologists and Technicians,866480,42600.0,38780.0,20.48,2022
29-2051,Dietetic Technicians,19690,36370.0,33960.0,17.49,2022
29-2052,Pharmacy Technicians,453630,40260.0,37790.0,19.35,2022
29-2053,Psychiatric Technicians,100950,40760.0,37380.0,19.6,2022
29-2055,Surgical Technologists,107400,57500.0,55960.0,27.64,2022
29-2056,Veterinary Technologists and Technicians,118750,40770.0,38240.0,19.6,2022
29-2057,Ophthalmic Medical Technicians,66060,42480.0,38860.0,20.42,2022
29-2060,Licensed Practical and Licensed Vocational Nurses,632020,55860.0,54620.0,26.86,2022
29-2061,Licensed Practical and Licensed Vocational Nurses,632020,55860.0,54620.0,26.86,2022
29-2070,Medical Records Specialists,187720,51090.0,47180.0,24.56,2022
29-2072,Medical Records Specialists,187720,51090.0,47180.0,24.56,2022
29-2080,"Opticians, Dispensing",73460,44890.0,39610.0,21.58,2022
29-2081,"Opticians, Dispensing",73460,44890.0,39610.0,21.58,2022
29-2090,Miscellaneous Health Technologists and Technicians,182030,52810.0,45920.0,25.39,2022
29-2091,Orthotists and Prosthetists,9150,78240.0,77070.0,37.61,2022
29-2092,Hearing Aid Specialists,10080,62480.0,59020.0,30.04,2022
29-2099,"Health Technologists and Technicians, All Other",162800,50790.0,44990.0,24.42,2022
29-9000,Other Healthcare Practitioners and Technical Occupations,128200,64580.0,57740.0,31.05,2022
29-9020,Health Information Technologists and Medical Registrars,35500,65280.0,58250.0,31.38,2022
29-9021,Health Information Technologists and Medical Registrars,35500,65280.0,58250.0,31.38,2022
29-9090,Miscellaneous Health Practitioners and Technical Workers,92710,64310.0,57640.0,30.92,2022
29-9091,Athletic Trainers,29720,57810.0,53840.0,,2022
29-9092,Genetic Counselors,3220,93120.0,89990.0,44.77,2022
29-9093,Surgical Assistants,18650,61200.0,57290.0,29.42,2022
29-9099,"Healthcare Practitioners and Technical Workers, All Other",41130,68170.0,60160.0,32.78,2022
31-0000,Healthcare Support Occupations,6792310,35560.0,33600.0,17.1,2022
