anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
write supporting code for web applications or web sites.,3654.0,15-1254.00,14707.0,Write supporting code for Web applications or Web sites.,Core,Web Developers,"Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.",exact,100.0,3,6.0,45.83,4.58,100.0,4.A.2.b.2.I02.D08; 4.A.3.b.1.I01.D03,Design websites or web applications.; Write computer programming code.,4.A.2.b.2.I02; 4.A.3.b.1.I01,0.726993865030675,0.4532019704433498,0.2506527415143603,0.5055710306406686,15-1254,15-1254,Web Developers,78860.0,47.5,98790.0,43.72,90930.0,23.35,30.36,59.76,78.3,48560.0,63140.0,124300.0,162870.0
"compile, record, and code results or data from interview or survey, using computer or specified form.",3626.0,43-4111.00,2629.0,"Compile, record, and code results or data from interview or survey, using computer or specified form.",Core,"Interviewers, Except Eligibility and Loan","Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",exact,100.0,3,2.0,42.42,4.22,67.69,4.A.2.a.2.I03.D03; 4.A.3.b.1.I06.D08,Code data or other information.; Compile data or documentation.,4.A.2.a.2.I03; 4.A.3.b.1.I06,0.6426380368098159,0.6945812807881774,0.227154046997389,0.5571030640668523,43-4111,43-4111,"Interviewers, Except Eligibility and Loan",157310.0,21.83,45400.0,21.07,43830.0,15.38,17.97,24.25,29.31,31980.0,37380.0,50440.0,60960.0
develop new software applications or customize existing applications to meet specific scientific project needs.,3504.0,19-1029.01,16786.0,Develop new software applications or customize existing applications to meet specific scientific project needs.,Core,Bioinformatics Scientists,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",exact,100.0,5,6.0,33.61,4.3,84.9,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.,4.A.2.b.2.I02,0.964723926380368,0.6272577996715928,0.2114882506527415,0.6664345403899722,19-1029,19-1029,"Biological Scientists, All Other",59710.0,48.29,100440.0,44.87,93330.0,26.2,32.67,58.34,76.82,54500.0,67950.0,121350.0,159780.0
use nondisciplinary tools and equipment such as a computer.,3292.0,33-3012.00,15261.0,"Use nondisciplinary tools and equipment, such as a computer.",Core,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",exact,100.0,2,2.0,92.43,4.25,91.47,,,,0.5598159509202454,0.6748768472906406,0.4569190600522193,0.6337047353760447,33-3012,33-3012,Correctional Officers and Jailers,365380.0,30.17,62760.0,27.87,57970.0,20.07,22.84,36.22,44.71,41750.0,47520.0,75330.0,93000.0
"develop and direct software system testing and validation procedures, programming, and documentation.",3116.0,15-1252.00,21669.0,"Develop or direct software system testing or validation procedures, programming, or documentation.",,Software Developers,"Research, design, and develop computer and network software or specialized utility programs. Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis. Update software or enhance existing software capabilities. May work with computer hardware engineers to integrate hardware and software systems, and develop specifications and performance requirements. May maintain databases within an application area, working individually or coordinating database development as part of a team.",fuzzy,92.2279792746114,4,,,,,4.A.2.b.4.I03.D15; 4.A.4.b.4.I06.D07,Develop testing routines or procedures.; Manage information technology projects or system activities.,4.A.2.b.4.I03; 4.A.4.b.4.I06,,,,,15-1252,15-1252,Software Developers,1654440.0,69.5,144570.0,63.98,133080.0,38.39,49.55,81.25,101.66,79850.0,103050.0,169000.0,211450.0
"write advertising copy for use by publication, broadcast, or internet media to promote the sale of goods and services.",3067.0,27-3043.00,22670.0,"Write advertising material for use by publication, broadcast, or internet media to promote the sale of goods and services.",,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",fuzzy,94.87179487179486,4,6.0,46.95,,,4.A.3.b.6.I16.D03,Write advertising or promotional material.,4.A.3.b.6.I16,0.4248466257668712,0.5418719211822661,0.0052219321148825,0.2750696378830085,27-3043,27-3043,Writers and Authors,47800.0,41.24,85780.0,34.75,72270.0,19.75,25.43,47.27,64.27,41080.0,52890.0,98320.0,133680.0
"perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",2990.0,15-1251.00,1272.0,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",Core,Computer Programmers,"Create, modify, and test the code and scripts that allow computer applications to run. Work from specifications drawn up by software and web developers or other individuals. May develop and write computer programs to store, locate, and retrieve specific documents, data, and information.",exact,100.0,4,6.0,88.04,4.37,100.0,4.A.2.b.2.I02.D07,Modify software programs to improve performance.,4.A.2.b.2.I02,0.8726993865030674,0.4187192118226601,0.1697127937336814,0.5139275766016714,15-1251,15-1251,Computer Programmers,109870.0,49.83,103640.0,47.44,98670.0,25.09,34.55,62.0,77.93,52190.0,71860.0,128960.0,162090.0
"write original or adapted material for dramas, comedies, puppet shows, narration, or other performances.",2962.0,27-2011.00,7654.0,"Write original or adapted material for dramas, comedies, puppet shows, narration, or other performances.",Supplemental,Actors,"Play parts in stage, television, radio, video, or film productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing.",exact,100.0,2,1.0,45.42,3.39,53.47,4.A.3.b.6.I16.D02,Write material for artistic or entertainment purposes.,4.A.3.b.6.I16,0.4616564417177914,0.5270935960591134,0.0992167101827675,0.3356545961002787,27-2011,27-2011,Actors,38800.0,44.4,,23.33,,14.0,16.94,41.09,97.19,,,,
classify and catalog items according to content and purpose.,2961.0,43-4121.00,2654.0,Classify and catalog items according to content and purpose.,Supplemental,"Library Assistants, Clerical","Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",exact,100.0,2,2.0,49.83,4.28,53.02,4.A.2.a.2.I02.D06,Sort materials or products.,4.A.2.a.2.I02,0.4018404907975459,0.4876847290640394,0.2193211488250652,0.3558495821727019,43-4121,43-4121,"Library Assistants, Clerical",80070.0,18.22,37910.0,17.31,36010.0,12.06,14.52,21.25,25.38,25090.0,30190.0,44200.0,52790.0
"prepare data for processing by organizing information, checking for any inaccuracies, and adjusting and weighting the raw data.",2842.0,15-2041.00,8957.0,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",Core,Statisticians,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",fuzzy,98.36065573770492,5,8.0,61.9,4.48,100.0,4.A.2.a.2.I01.D06; 4.A.3.b.1.I06.D07,Evaluate data quality.; Prepare data for analysis.,4.A.2.a.2.I01; 4.A.3.b.1.I06,0.8849693251533742,0.48440065681445,0.093994778067885,0.5069637883008357,15-2041,15-2041,Statisticians,29800.0,54.01,112330.0,49.66,103300.0,29.04,38.08,66.16,82.07,60390.0,79210.0,137610.0,170700.0
"troubleshoot problems involving office equipment, such as computer hardware and software.",2788.0,43-9061.00,844.0,"Troubleshoot problems involving office equipment, such as computer hardware and software.",Supplemental,"Office Clerks, General","Perform duties too varied and diverse to be classified in any specific office clerical occupation, requiring knowledge of office systems and procedures. Clerical duties may be assigned in accordance with the office procedures of individual establishments and may include a combination of answering telephones, bookkeeping, typing or word processing, office machine operation, and filing.",exact,100.0,2,2.0,40.59,2.95,66.67,4.A.3.b.4.I02.D04,Maintain office equipment in proper operating condition.,4.A.3.b.4.I02,0.3527607361963191,0.3382594417077175,0.2715404699738903,0.2980501392757661,43-9061,43-9061,"Office Clerks, General",2510550.0,21.86,45470.0,20.97,43630.0,14.0,17.0,25.27,30.69,29120.0,35350.0,52560.0,63840.0
contact prospective customers to present information and explain available services.,2727.0,41-3031.00,23206.0,Contact prospective customers to present information and explain available services.,Core,"Securities, Commodities, and Financial Services Sales Agents","Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions.",exact,100.0,4,6.0,55.3,3.9,98.86,4.A.4.a.1.I01.D05; 4.A.4.a.6.I03.D05,Contact current or potential customers to promote products or services.; Explain technical product or service information to customers.,4.A.4.a.1.I01; 4.A.4.a.6.I03,0.5966257668711658,0.5484400656814452,0.1279373368146214,0.4213091922005573,41-3031,41-3031,"Securities, Commodities, and Financial Services Sales Agents",472300.0,53.08,110400.0,37.57,78140.0,22.63,24.81,62.25,103.47,47080.0,51600.0,129480.0,215210.0
